paper_id,day,title,authors_short,authors,relevance,include_decision,editing_cluster,method_family,modality,reading_priority,best_use,editing_intent,evidence_basis,signals,exclusion_reason,paper_page,pdf,arxiv,abstract
2223,2026-06-06,High-Fidelity Diffusion Face Swapping with ID-Constrained Facial Conditioning,"Dailan He, Xiahong Wang, Shulun Wang et al.",Dailan He; Xiahong Wang; Shulun Wang; Hao Shao; Bingqi Ma; Guanglu Song; Yu Liu; Hongsheng Li,强相关,include,身份、人像与虚拟试穿,Diffusion Model,人像 / 人体,Deep Read,作为人像、身份保持、虚拟试穿方向阅读，重点看身份/属性解耦和数据协议。,保持人物身份、服饰或面部属性，同时改变外观、姿态或穿搭。,CVF metadata title-level triage,face swapping,,https://openaccess.thecvf.com/content/CVPR2026/html/He_High-Fidelity_Diffusion_Face_Swapping_with_ID-Constrained_Facial_Conditioning_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/He_High-Fidelity_Diffusion_Face_Swapping_with_ID-Constrained_Facial_Conditioning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2503.22179,
2309,2026-06-06,BiFM: Bidirectional Flow Matching for Few-Step Image Editing and Generation,"Yasong Dai, Zeeshan Hayder, David Ahmedt-Aristizabal et al.",Yasong Dai; Zeeshan Hayder; David Ahmedt-Aristizabal; Hongdong Li,强相关,include,直接编辑、修补与合成,Flow / Rectified Flow,图像,Deep Read,作为图像编辑主线方法精读，重点看编辑保真度、局部不串扰和推理步数。,直接改变图像局部或整体内容，包括指令编辑、修补、合成、属性操控。,CVF metadata title-level triage,image editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Dai_BiFM_Bidirectional_Flow_Matching_for_Few-Step_Image_Editing_and_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Dai_BiFM_Bidirectional_Flow_Matching_for_Few-Step_Image_Editing_and_Generation_CVPR_2026_paper.pdf,,
2365,2026-06-06,EmoDiffTalk: Emotion-aware Diffusion for Editable 3D Gaussian Talking Head,"Chang Liu, Tianjiao Jing, Chengcheng Ma et al.",Chang Liu; Tianjiao Jing; Chengcheng Ma; Xuanqi Zhou; Zhengxuan Lian; Qin Jin; Hongliang Yuan; Shi-Sheng Huang,强相关,include,身份、人像与虚拟试穿,Diffusion Model,3D / 多视图,Deep Read,作为人像、身份保持、虚拟试穿方向阅读，重点看身份/属性解耦和数据协议。,保持人物身份、服饰或面部属性，同时改变外观、姿态或穿搭。,CVF metadata title-level triage,editable,,https://openaccess.thecvf.com/content/CVPR2026/html/Liu_EmoDiffTalk_Emotion-aware_Diffusion_for_Editable_3D_Gaussian_Talking_Head_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_EmoDiffTalk_Emotion-aware_Diffusion_for_Editable_3D_Gaussian_Talking_Head_CVPR_2026_paper.pdf,,
2403,2026-06-06,FEAT: Fashion Editing and Try-On from Any Design,"Soye Kwon, Keonyoung Lee, Dahuin Jung et al.",Soye Kwon; Keonyoung Lee; Dahuin Jung; Jaekoo Lee,强相关,include,身份、人像与虚拟试穿,Title-level unknown / Other,人像 / 人体,Deep Read,作为人像、身份保持、虚拟试穿方向阅读，重点看身份/属性解耦和数据协议。,保持人物身份、服饰或面部属性，同时改变外观、姿态或穿搭。,CVF metadata title-level triage,try-on,,https://openaccess.thecvf.com/content/CVPR2026/html/Kwon_FEAT_Fashion_Editing_and_Try-On_from_Any_Design_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kwon_FEAT_Fashion_Editing_and_Try-On_from_Any_Design_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.02393,
2412,2026-06-06,Your Latent Mask is Wrong: Pixel-Equivalent Latent Compositing for Diffusion Models,"Rowan Bradbury, Dazhi Zhong",Rowan Bradbury; Dazhi Zhong,中相关,include,局部控制与条件引导,Diffusion Model,图像,Skim -> Deep,作为区域编辑/提示控制模块阅读，重点看控制粒度与跨对象干扰。,提供区域、token、prompt、adapter 或参考图约束，减少编辑串扰。,CVF metadata title-level triage,compositing; mask,,https://openaccess.thecvf.com/content/CVPR2026/html/Bradbury_Your_Latent_Mask_is_Wrong_Pixel-Equivalent_Latent_Compositing_for_Diffusion_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Bradbury_Your_Latent_Mask_is_Wrong_Pixel-Equivalent_Latent_Compositing_for_Diffusion_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.05198,
2470,2026-06-06,SpotEdit: Selective Region Editing in Diffusion Transformers,"Zhibin Qin, Zhenxiong Tan, Zeqing Wang et al.",Zhibin Qin; Zhenxiong Tan; Zeqing Wang; Songhua Liu; Xinchao Wang,中相关,include,直接编辑、修补与合成,Diffusion Transformer,图像,Skim -> Deep,作为图像编辑主线方法精读，重点看编辑保真度、局部不串扰和推理步数。,直接改变图像局部或整体内容，包括指令编辑、修补、合成、属性操控。,CVF metadata title-level triage,region; selective,,https://openaccess.thecvf.com/content/CVPR2026/html/Qin_SpotEdit_Selective_Region_Editing_in_Diffusion_Transformers_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Qin_SpotEdit_Selective_Region_Editing_in_Diffusion_Transformers_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.22323,
2489,2026-06-06,I2I-Bench: A Comprehensive Benchmark Suite for Image-to-Image Editing Models,"Juntong Wang, Jiarui Wang, Huiyu Duan et al.",Juntong Wang; Jiarui Wang; Huiyu Duan; Jiaxiang Kang; Guangtao Zhai; Xiongkuo Min,强相关,include,评测、数据与可信编辑,Benchmark / Evaluation,图像,Deep Read,作为评测、授权、可信编辑和产品化约束阅读，适合指导后续benchmark设计。,评估、授权或约束编辑系统，使复杂指令和可信使用可被度量。,CVF metadata title-level triage,image editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_I2I-Bench_A_Comprehensive_Benchmark_Suite_for_Image-to-Image_Editing_Models_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_I2I-Bench_A_Comprehensive_Benchmark_Suite_for_Image-to-Image_Editing_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.04660,
2493,2026-06-06,VDFE: Difference-Aware 3D Scene Editing with Non-Intrusive Video Diffusion Priors for Multi-View Consistency and Efficiency,"Chao Zhang, Fang Liu, Shuo Li et al.",Chao Zhang; Fang Liu; Shuo Li; Yang Liu; Jiahao Wang; Xinyan Huang; Lingling Li; Puhua Chen; Xu Liu; Wenping Ma; Siqi Yu,强相关,include,视频、多视图与3D编辑,Diffusion Model,3D / 多视图,Deep Read,作为从单图编辑扩展到视频、多视图和3D场景的一致性方向阅读。,把编辑扩展到跨帧、跨视角或三维场景，关键是时空一致性。,CVF metadata title-level triage,scene editing; 3d scene editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_VDFE_Difference-Aware_3D_Scene_Editing_with_Non-Intrusive_Video_Diffusion_Priors_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_VDFE_Difference-Aware_3D_Scene_Editing_with_Non-Intrusive_Video_Diffusion_Priors_CVPR_2026_paper.pdf,,
2497,2026-06-06,InverFill: One-Step Inversion for Enhanced Few-Step Diffusion Inpainting,"Duc Vu, Kien Nguyen, Trong-Tung Nguyen et al.",Duc Vu; Kien Nguyen; Trong-Tung Nguyen; Ngan Nguyen; Phong Nguyen; Khoi Nguyen; Cuong Pham; Anh Tran,强相关,include,直接编辑、修补与合成,Diffusion Model,图像,Deep Read,作为图像编辑主线方法精读，重点看编辑保真度、局部不串扰和推理步数。,直接改变图像局部或整体内容，包括指令编辑、修补、合成、属性操控。,CVF metadata title-level triage,inpainting,,https://openaccess.thecvf.com/content/CVPR2026/html/Vu_InverFill_One-Step_Inversion_for_Enhanced_Few-Step_Diffusion_Inpainting_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Vu_InverFill_One-Step_Inversion_for_Enhanced_Few-Step_Diffusion_Inpainting_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.23463,
2512,2026-06-06,Neighbor-Aware Localized Concept Erasure in Text-to-Image Diffusion Models,"Zhuan Shi, Alireza Dehghanpour Farashah, Rik de Vries et al.",Zhuan Shi; Alireza Dehghanpour Farashah; Rik de Vries; Golnoosh Farnadi,强相关,include,概念擦除与模型治理,Diffusion Model,图像,Deep Read,作为安全编辑、模型治理与概念删除基线，重点看泛化、绕过与遗忘副作用。,从生成模型或输出行为中删除特定概念，兼顾安全和可控性。,CVF metadata title-level triage,concept erasure; localized,,https://openaccess.thecvf.com/content/CVPR2026/html/Shi_Neighbor-Aware_Localized_Concept_Erasure_in_Text-to-Image_Diffusion_Models_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Shi_Neighbor-Aware_Localized_Concept_Erasure_in_Text-to-Image_Diffusion_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.25994,
2518,2026-06-06,ReasonEdit: Towards Reasoning-Enhanced Image Editing Models,"Fukun Yin, Shiyu Liu, Yucheng Han et al.",Fukun Yin; Shiyu Liu; Yucheng Han; Zhibo Wang; Peng Xing; Rui Wang; Wei Cheng; Yingming Wang; Aojie Li; Zixin Yin; Pengtao Chen; Xianfang Zeng; Gang Yu; Daxin Jiang,强相关,include,直接编辑、修补与合成,Title-level unknown / Other,图像,Deep Read,作为图像编辑主线方法精读，重点看编辑保真度、局部不串扰和推理步数。,直接改变图像局部或整体内容，包括指令编辑、修补、合成、属性操控。,CVF metadata title-level triage,image editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Yin_ReasonEdit_Towards_Reasoning-Enhanced_Image_Editing_Models_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Yin_ReasonEdit_Towards_Reasoning-Enhanced_Image_Editing_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.22625,
2531,2026-06-06,V-RGBX: Video Editing with Accurate Controls over Intrinsic Properties,"Ye Fang, Tong Wu, Valentin Deschaintre et al.",Ye Fang; Tong Wu; Valentin Deschaintre; Duygu Ceylan; Iliyan Georgiev; Chun-Hao Paul Huang; Yiwei Hu; Xuelin Chen; Tuanfeng Yang Wang,强相关,include,视频、多视图与3D编辑,Title-level unknown / Other,视频,Deep Read,作为从单图编辑扩展到视频、多视图和3D场景的一致性方向阅读。,把编辑扩展到跨帧、跨视角或三维场景，关键是时空一致性。,CVF metadata title-level triage,video editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Fang_V-RGBX_Video_Editing_with_Accurate_Controls_over_Intrinsic_Properties_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Fang_V-RGBX_Video_Editing_with_Accurate_Controls_over_Intrinsic_Properties_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.11799,
2550,2026-06-06,From Scale to Speed: Adaptive Test-Time Scaling for Image Editing,"Xiangyan Qu, Zhenlong Yuan, Jing Tang et al.",Xiangyan Qu; Zhenlong Yuan; Jing Tang; Rui Chen; Datao Tang; Meng Yu; Lei Sun; Yancheng Bai; Xiangxiang Chu; Gaopeng Gou; Gang Xiong; Yujun Cai,强相关,include,直接编辑、修补与合成,Title-level unknown / Other,图像,Deep Read,作为图像编辑主线方法精读，重点看编辑保真度、局部不串扰和推理步数。,直接改变图像局部或整体内容，包括指令编辑、修补、合成、属性操控。,CVF metadata title-level triage,image editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Qu_From_Scale_to_Speed_Adaptive_Test-Time_Scaling_for_Image_Editing_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Qu_From_Scale_to_Speed_Adaptive_Test-Time_Scaling_for_Image_Editing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.00141,
2560,2026-06-06,NEAF: Natural Image Editing with Attention Fusion for Generalizable Test-time Optimization in Text-Guided Image Editing,"Jisoo Kim, Heeseok Oh",Jisoo Kim; Heeseok Oh,强相关,include,直接编辑、修补与合成,Title-level unknown / Other,图像,Deep Read,作为图像编辑主线方法精读，重点看编辑保真度、局部不串扰和推理步数。,直接改变图像局部或整体内容，包括指令编辑、修补、合成、属性操控。,CVF metadata title-level triage,image editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Kim_NEAF_Natural_Image_Editing_with_Attention_Fusion_for_Generalizable_Test-time_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kim_NEAF_Natural_Image_Editing_with_Attention_Fusion_for_Generalizable_Test-time_CVPR_2026_paper.pdf,,
2561,2026-06-06,VisiLock: Authorizing Instruction-based Image editing with Dual Score Distillation,"Van Thanh Le, Yun Fu",Van Thanh Le; Yun Fu,强相关,include,评测、数据与可信编辑,Score Distillation,多模态指令,Deep Read,作为评测、授权、可信编辑和产品化约束阅读，适合指导后续benchmark设计。,评估、授权或约束编辑系统，使复杂指令和可信使用可被度量。,CVF metadata title-level triage,image editing; instruction[- ]based image (editing|retouching); authorizing,,https://openaccess.thecvf.com/content/CVPR2026/html/Le_VisiLock_Authorizing_Instruction-based_Image_editing_with_Dual_Score_Distillation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Le_VisiLock_Authorizing_Instruction-based_Image_editing_with_Dual_Score_Distillation_CVPR_2026_paper.pdf,,
2636,2026-06-06,PerformRecast: Expression and Head Pose Disentanglement for Portrait Video Editing,"Jiadong Liang, Bojun Xiong, Jie Tian et al.",Jiadong Liang; Bojun Xiong; Jie Tian; Hua Li; Xiao Long; Yong Zheng; Huan Fu,强相关,include,视频、多视图与3D编辑,Title-level unknown / Other,视频,Deep Read,作为从单图编辑扩展到视频、多视图和3D场景的一致性方向阅读。,把编辑扩展到跨帧、跨视角或三维场景，关键是时空一致性。,CVF metadata title-level triage,video editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Liang_PerformRecast_Expression_and_Head_Pose_Disentanglement_for_Portrait_Video_Editing_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Liang_PerformRecast_Expression_and_Head_Pose_Disentanglement_for_Portrait_Video_Editing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.19731,
2664,2026-06-07,Catalyst4D: High-Fidelity 3D-to-4D Scene Editing via Dynamic Propagation,"Shifeng Chen, Yihui Li, Jun Liao et al.",Shifeng Chen; Yihui Li; Jun Liao; Hongyu Yang; Di Huang,强相关,include,视频、多视图与3D编辑,Title-level unknown / Other,3D / 多视图,Deep Read,作为从单图编辑扩展到视频、多视图和3D场景的一致性方向阅读。,把编辑扩展到跨帧、跨视角或三维场景，关键是时空一致性。,CVF metadata title-level triage,scene editing; 4d scene editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_Catalyst4D_High-Fidelity_3D-to-4D_Scene_Editing_via_Dynamic_Propagation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Catalyst4D_High-Fidelity_3D-to-4D_Scene_Editing_via_Dynamic_Propagation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.12766,
2680,2026-06-07,Masked Region Transformer for Layered Image Generation and Editing at Scale,"Zhicong Tang, Jingye Chen, Zhao Zhang et al.",Zhicong Tang; Jingye Chen; Zhao Zhang; Mohan Zhou; Yuchi Liu; Yifan Pu; Yalong Bai; Ethan Smith; Yuhui Yuan,中相关,include,直接编辑、修补与合成,Title-level unknown / Other,图像,Skim -> Deep,作为图像编辑主线方法精读，重点看编辑保真度、局部不串扰和推理步数。,直接改变图像局部或整体内容，包括指令编辑、修补、合成、属性操控。,CVF metadata title-level triage,region,,https://openaccess.thecvf.com/content/CVPR2026/html/Tang_Masked_Region_Transformer_for_Layered_Image_Generation_and_Editing_at_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Tang_Masked_Region_Transformer_for_Layered_Image_Generation_and_Editing_at_CVPR_2026_paper.pdf,,
